t_id,t_date,tour_wk,t_name,t_country,t_surf,t_indoor,t_alt,t_lvl,t_draw_size,m_num,t_round,t_round_num,m_best_of,m_score,m_time(m),w_id,w_name,w_rank,w_rank_pts,w_ioc,w_ent,w_hd,w_ht,w_age,w_svpt,w_1stWon,w_2ndWon,w_SvGms,w_ace,w_bpSaved,w_bpFaced,l_id,l_name,l_rank,l_rank_pts,l_ioc,l_ent,l_hd,l_ht,l_age,l_svpt,l_1stWon,l_2ndWon,l_SvGms,l_ace,l_bpSaved,l_bpFaced,t_loc,AvgW_IP_NV,AvgL_IP_NV
2014-891,20131230,2014_01,Chennai,IND,Hard,0,0,1,28,14515,R16,2,3,6-1 6-4,78.0,105332,Benoit Paire,26.0,1345.0,FRA,5,R,196.0,24.65,75.0,23.0,22.0,9.0,5.0,11.0,12.0,104198,Guillermo Garcia Lopez,62.0,768.0,ESP,5,R,188.0,30.57,50.0,18.0,8.0,8.0,1.0,2.0,6.0,Chennai,53.7,46.3
2014-891,20131230,2014_01,Chennai,IND,Hard,0,0,1,28,14516,R16,2,3,6-4 6-4,82.0,104273,Edouard Roger Vasselin,52.0,908.0,FRA,5,R,188.0,30.09,65.0,29.0,17.0,10.0,2.0,8.0,8.0,106210,Jiri Vesely,85.0,616.0,CZE,5,L,198.0,20.47,57.0,23.0,15.0,10.0,6.0,1.0,3.0,Chennai,69.73,30.27
2014-891,20131230,2014_01,Chennai,IND,Hard,0,0,1,28,14518,QF,3,3,6-2 6-1,66.0,104527,Stan Wawrinka,8.0,3730.0,SUI,5,R,183.0,28.76,54.0,20.0,10.0,7.0,4.0,5.0,7.0,105379,Aljaz Bedene,95.0,573.0,SLO,5,R,181.0,24.45,52.0,9.0,11.0,8.0,3.0,4.0,11.0,Chennai,85.0,15.0
2014-891,20131230,2014_01,Chennai,IND,Hard,0,0,1,28,14519,QF,3,3,6-3 6-3,71.0,105577,Vasek Pospisil,32.0,1219.0,CAN,5,R,193.0,23.52,48.0,27.0,10.0,9.0,5.0,0.0,0.0,106026,Yuki Bhambri,195.0,258.0,IND,4,R,183.0,21.49,55.0,20.0,12.0,9.0,1.0,4.0,7.0,Chennai,68.42,31.58
2014-891,20131230,2014_01,Chennai,IND,Hard,0,0,1,28,14520,QF,3,3,6-2 3-6 7-6(5),133.0,104719,Marcel Granollers,38.0,1110.0,ESP,5,R,190.0,27.72,97.0,49.0,8.0,14.0,0.0,6.0,11.0,105332,Benoit Paire,26.0,1345.0,FRA,5,R,196.0,24.65,91.0,30.0,21.0,15.0,4.0,4.0,10.0,Chennai,41.13,58.87
2014-891,20131230,2014_01,Chennai,IND,Hard,0,0,1,28,14521,QF,3,3,7-5 6-7(6) 6-0,126.0,104273,Edouard Roger Vasselin,52.0,908.0,FRA,5,R,188.0,30.09,114.0,50.0,20.0,15.0,3.0,8.0,10.0,104534,Dudi Sela,73.0,681.0,ISR,5,R,175.0,28.74,83.0,32.0,16.0,15.0,1.0,2.0,8.0,Chennai,57.4,42.6
2014-891,20131230,2014_01,Chennai,IND,Hard,0,0,1,28,14522,SF,4,3,6-4 5-5 RET,111.0,104527,Stan Wawrinka,8.0,3730.0,SUI,5,R,183.0,28.76,90.0,38.0,17.0,10.0,4.0,9.0,10.0,105577,Vasek Pospisil,32.0,1219.0,CAN,5,R,193.0,23.52,61.0,25.0,13.0,10.0,3.0,2.0,4.0,Chennai,76.34,23.66
2014-891,20131230,2014_01,Chennai,IND,Hard,0,0,1,28,14523,SF,4,3,6-2 4-6 6-3,122.0,104273,Edouard Roger Vasselin,52.0,908.0,FRA,5,R,188.0,30.09,78.0,38.0,13.0,14.0,3.0,3.0,6.0,104719,Marcel Granollers,38.0,1110.0,ESP,5,R,190.0,27.72,85.0,26.0,21.0,13.0,4.0,11.0,16.0,Chennai,51.99,48.01
2014-891,20131230,2014_01,Chennai,IND,Hard,0,0,1,28,14524,F,5,3,7-5 6-2,96.0,104527,Stan Wawrinka,8.0,3730.0,SUI,5,R,183.0,28.76,63.0,25.0,20.0,10.0,5.0,1.0,1.0,104273,Edouard Roger Vasselin,52.0,908.0,FRA,5,R,188.0,30.09,79.0,36.0,9.0,10.0,1.0,5.0,8.0,Chennai,77.49,22.51
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14525,R32,1,3,6-2 7-6(7),104.0,104745,Rafael Nadal,1.0,13030.0,ESP,5,L,185.0,27.58,76.0,35.0,14.0,10.0,3.0,4.0,5.0,104586,Lukas Rosol,47.0,956.0,CZE,5,R,196.0,28.44,84.0,27.0,19.0,10.0,3.0,3.0,6.0,Doha,91.38,8.62
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14526,R32,1,3,6-3 6-4,71.0,104735,Tobias Kamke,74.0,663.0,GER,5,R,180.0,27.61,60.0,28.0,13.0,10.0,2.0,5.0,6.0,104291,Malek Jaziri,168.0,312.0,TUN,4,R,185.0,29.94,46.0,22.0,6.0,9.0,0.0,0.0,3.0,Doha,61.21,38.79
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14527,R32,1,3,6-4 6-3,79.0,103997,Lukasz Kubot,72.0,686.0,POL,5,R,190.0,31.62,62.0,27.0,11.0,10.0,0.0,0.0,2.0,104593,Daniel Gimeno Traver,77.0,650.0,ESP,5,R,185.0,28.4,59.0,24.0,9.0,9.0,2.0,7.0,11.0,Doha,59.85,40.15
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14528,R32,1,3,6-2 4-6 6-0,90.0,105208,Ernests Gulbis,24.0,1393.0,LAT,5,R,190.0,25.33,66.0,30.0,12.0,12.0,9.0,2.0,5.0,105554,Daniel Evans,150.0,346.0,GBR,2.5,R,175.0,23.61,79.0,18.0,19.0,12.0,3.0,6.0,13.0,Doha,76.11,23.89
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14529,R32,1,3,7-6(7) 7-6(4),107.0,103333,Ivo Karlovic,78.0,647.0,CRO,5,R,208.0,34.84,83.0,45.0,17.0,12.0,24.0,2.0,2.0,104607,Tomas Berdych,7.0,4180.0,CZE,5,R,196.0,28.28,74.0,37.0,20.0,12.0,8.0,1.0,1.0,Doha,20.95,79.05
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14530,R32,1,3,6-4 6-2,56.0,104460,Dustin Brown,111.0,506.0,GER,2.5,R,196.0,29.06,47.0,25.0,10.0,9.0,5.0,1.0,2.0,104471,Ivan Dodig,33.0,1190.0,CRO,5,R,183.0,28.99,58.0,19.0,10.0,9.0,6.0,3.0,7.0,Doha,31.28,68.72
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14531,R32,1,3,7-5 6-0,65.0,105376,Peter Gojowczyk,162.0,321.0,GER,2.5,R,185.0,24.46,53.0,22.0,17.0,9.0,3.0,1.0,1.0,106233,Dominic Thiem,139.0,410.0,AUT,2.5,R,185.0,20.32,55.0,18.0,9.0,9.0,2.0,4.0,8.0,Doha,43.98,56.02
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14532,R32,1,3,7-6(7) 6-2,96.0,104259,Philipp Kohlschreiber,22.0,1525.0,GER,5,R,178.0,30.21,71.0,25.0,16.0,10.0,2.0,4.0,8.0,104665,Pablo Andujar,48.0,946.0,ESP,5,R,180.0,27.93,67.0,19.0,12.0,10.0,0.0,3.0,9.0,Doha,81.92,18.08
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14533,R32,1,3,6-3 6-3,67.0,104269,Fernando Verdasco,30.0,1235.0,ESP,5,L,188.0,30.12,57.0,33.0,6.0,9.0,3.0,5.0,6.0,103835,Filippo Volandri,71.0,694.0,ITA,5,R,183.0,32.32,55.0,20.0,8.0,9.0,0.0,3.0,7.0,Doha,87.6,12.4
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14534,R32,1,3,6-3 6-2,67.0,103812,Victor Hanescu,80.0,636.0,ROU,5,R,198.0,32.44,50.0,27.0,10.0,9.0,11.0,1.0,1.0,105311,Joao Sousa,49.0,934.0,POR,5,R,185.0,24.75,48.0,19.0,6.0,8.0,1.0,3.0,6.0,Doha,36.36,63.64
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14535,R32,1,3,6-2 3-6 7-6(5),125.0,104252,Florian Mayer,40.0,1065.0,GER,5,R,190.0,30.24,99.0,42.0,17.0,14.0,6.0,6.0,10.0,104308,Michal Przysiezny,66.0,730.0,POL,5,R,185.0,29.87,101.0,41.0,19.0,15.0,8.0,7.0,12.0,Doha,65.38,34.62
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14536,R32,1,3,6-0 6-0,37.0,104918,Andy Murray,4.0,5790.0,GBR,5,R,190.0,26.63,32.0,20.0,4.0,6.0,3.0,0.0,0.0,110476,Mousa Shanan Zayed,2129.0,1.0,QAT,4,R,180.0,19.81,34.0,4.0,5.0,6.0,0.0,3.0,9.0,Doha,97.15,2.85
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14537,R32,1,3,7-5 6-1,68.0,104755,Richard Gasquet,9.0,3300.0,FRA,5,R,185.0,27.53,51.0,28.0,7.0,10.0,0.0,2.0,5.0,111444,Karim Hossam,338.0,127.0,EGY,4,R,178.0,19.73,49.0,14.0,9.0,9.0,3.0,1.0,7.0,Doha,94.07,5.93
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14538,R32,1,3,7-6(1) 6-2,78.0,104792,Gael Monfils,31.0,1230.0,FRA,5,R,193.0,27.33,55.0,32.0,12.0,10.0,9.0,0.0,0.0,105053,Santiago Giraldo,69.0,703.0,COL,5,R,188.0,26.09,68.0,27.0,13.0,10.0,2.0,7.0,9.0,Doha,71.18,28.82
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14539,R32,1,3,6-4 6-4,80.0,104978,Daniel Brands,54.0,836.0,GER,5,R,196.0,26.46,74.0,37.0,14.0,10.0,8.0,5.0,5.0,103786,Nikolay Davydenko,53.0,890.0,RUS,5,R,178.0,32.58,66.0,34.0,5.0,10.0,0.0,5.0,7.0,Doha,47.87,52.13
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14540,R32,1,3,6-3 5-7 6-3,124.0,103970,David Ferrer,3.0,5800.0,ESP,5,R,175.0,31.75,92.0,42.0,13.0,15.0,2.0,5.0,9.0,105238,Alexandr Dolgopolov,57.0,825.0,UKR,5,R,180.0,25.14,98.0,37.0,15.0,15.0,2.0,5.0,11.0,Doha,81.44,18.56
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14541,R16,2,3,6-3 6-7(3) 6-3,146.0,104745,Rafael Nadal,1.0,13030.0,ESP,5,L,185.0,27.58,92.0,50.0,15.0,16.0,5.0,1.0,2.0,104735,Tobias Kamke,74.0,663.0,GER,5,R,180.0,27.61,100.0,39.0,23.0,14.0,3.0,9.0,12.0,Doha,92.13,7.87
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14542,R16,2,3,6-2 4-6 6-3,129.0,105208,Ernests Gulbis,24.0,1393.0,LAT,5,R,190.0,25.33,87.0,44.0,14.0,14.0,12.0,3.0,5.0,103997,Lukasz Kubot,72.0,686.0,POL,5,R,190.0,31.62,105.0,38.0,21.0,13.0,1.0,12.0,16.0,Doha,79.38,20.62
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14543,R16,2,3,3-6 7-6(13) 6-4,109.0,104460,Dustin Brown,111.0,506.0,GER,2.5,R,196.0,29.06,91.0,47.0,18.0,15.0,4.0,0.0,2.0,103333,Ivo Karlovic,78.0,647.0,CRO,5,R,208.0,34.84,110.0,61.0,13.0,16.0,21.0,4.0,6.0,Doha,41.75,58.25
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14544,R16,2,3,7-6(4) 7-6(7),101.0,105376,Peter Gojowczyk,162.0,321.0,GER,2.5,R,185.0,24.46,80.0,36.0,20.0,12.0,7.0,1.0,3.0,104259,Philipp Kohlschreiber,22.0,1525.0,GER,5,R,178.0,30.21,81.0,32.0,21.0,12.0,4.0,0.0,2.0,Doha,23.65,76.35
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14545,R16,2,3,4-6 7-6(0) 6-2,117.0,103812,Victor Hanescu,80.0,636.0,ROU,5,R,198.0,32.44,96.0,57.0,11.0,15.0,3.0,3.0,4.0,104269,Fernando Verdasco,30.0,1235.0,ESP,5,L,188.0,30.12,85.0,42.0,16.0,15.0,4.0,1.0,3.0,Doha,24.12,75.88
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14546,R16,2,3,3-6 6-4 6-2,112.0,104252,Florian Mayer,40.0,1065.0,GER,5,R,190.0,30.24,87.0,38.0,19.0,14.0,4.0,7.0,10.0,104918,Andy Murray,4.0,5790.0,GBR,5,R,190.0,26.63,83.0,28.0,21.0,13.0,5.0,5.0,9.0,Doha,17.4,82.6
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14547,R16,2,3,6-2 7-5,63.0,104792,Gael Monfils,31.0,1230.0,FRA,5,R,193.0,27.33,53.0,32.0,8.0,10.0,9.0,0.0,1.0,104755,Richard Gasquet,9.0,3300.0,FRA,5,R,185.0,27.53,59.0,28.0,6.0,10.0,0.0,3.0,7.0,Doha,58.87,41.13
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14548,R16,2,3,6-4 7-5,75.0,104978,Daniel Brands,54.0,836.0,GER,5,R,196.0,26.46,57.0,33.0,10.0,11.0,5.0,2.0,3.0,103970,David Ferrer,3.0,5800.0,ESP,5,R,175.0,31.75,66.0,31.0,9.0,11.0,2.0,4.0,7.0,Doha,18.03,81.97
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14549,QF,3,3,7-5 6-4,115.0,104745,Rafael Nadal,1.0,13030.0,ESP,5,L,185.0,27.58,72.0,37.0,9.0,11.0,3.0,3.0,5.0,105208,Ernests Gulbis,24.0,1393.0,LAT,5,R,190.0,25.33,72.0,33.0,10.0,11.0,9.0,4.0,8.0,Doha,76.75,23.25
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14550,QF,3,3,6-3 3-6 7-6(5),117.0,105376,Peter Gojowczyk,162.0,321.0,GER,2.5,R,185.0,24.46,110.0,41.0,24.0,15.0,4.0,11.0,15.0,104460,Dustin Brown,111.0,506.0,GER,2.5,R,196.0,29.06,110.0,43.0,19.0,15.0,9.0,4.0,8.0,Doha,44.88,55.12
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14551,QF,3,3,6-4 6-7(8) 6-4,135.0,104252,Florian Mayer,40.0,1065.0,GER,5,R,190.0,30.24,99.0,40.0,25.0,16.0,4.0,4.0,6.0,103812,Victor Hanescu,80.0,636.0,ROU,5,R,198.0,32.44,111.0,55.0,12.0,16.0,6.0,7.0,11.0,Doha,73.2,26.8
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14552,QF,3,3,6-2 6-1,49.0,104792,Gael Monfils,31.0,1230.0,FRA,5,R,193.0,27.33,42.0,27.0,5.0,8.0,6.0,0.0,0.0,104978,Daniel Brands,54.0,836.0,GER,5,R,196.0,26.46,42.0,15.0,4.0,7.0,2.0,3.0,7.0,Doha,61.65,38.35
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14553,SF,4,3,4-6 6-2 6-3,120.0,104745,Rafael Nadal,1.0,13030.0,ESP,5,L,185.0,27.58,72.0,35.0,11.0,13.0,5.0,1.0,4.0,105376,Peter Gojowczyk,162.0,321.0,GER,2.5,R,185.0,24.46,84.0,29.0,17.0,14.0,1.0,10.0,16.0,Doha,93.91,6.09
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14554,SF,4,3,6-3 6-2,55.0,104792,Gael Monfils,31.0,1230.0,FRA,5,R,193.0,27.33,50.0,29.0,5.0,9.0,9.0,1.0,2.0,104252,Florian Mayer,40.0,1065.0,GER,5,R,190.0,30.24,52.0,19.0,7.0,8.0,1.0,6.0,10.0,Doha,72.52,27.48
2014-451,20131230,2014_01,Doha,QAT,Hard,0,0,1,32,14555,F,5,3,6-1 6-7(5) 6-2,120.0,104745,Rafael Nadal,1.0,13030.0,ESP,5,L,185.0,27.58,82.0,46.0,16.0,14.0,2.0,4.0,5.0,104792,Gael Monfils,31.0,1230.0,FRA,5,R,193.0,27.33,87.0,42.0,11.0,13.0,13.0,6.0,11.0,Doha,67.9,32.1
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14556,R32,1,3,7-5 6-2,86.0,105385,Donald Young,96.0,563.0,USA,2.5,L,183.0,24.46,59.0,33.0,9.0,10.0,2.0,2.0,3.0,105643,Federico Delbonis,54.0,826.0,ARG,5,L,190.0,23.26,82.0,33.0,12.0,10.0,2.0,9.0,13.0,Auckland,69.16,30.84
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14557,R32,1,3,6-1 7-6(3),75.0,105053,Santiago Giraldo,68.0,703.0,COL,5,R,188.0,26.11,63.0,30.0,11.0,9.0,10.0,2.0,3.0,103656,Albert Montanes,59.0,766.0,ESP,5,R,175.0,33.11,68.0,27.0,10.0,10.0,1.0,6.0,10.0,Auckland,77.72,22.28
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14558,R32,1,3,4-6 7-5 7-6(4),131.0,104198,Guillermo Garcia Lopez,58.0,776.0,ESP,5,R,188.0,30.59,107.0,41.0,27.0,17.0,4.0,4.0,7.0,104898,Robin Haase,44.0,977.0,NED,5,R,190.0,26.75,100.0,54.0,10.0,17.0,7.0,0.0,3.0,Auckland,46.3,53.7
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14559,R32,1,3,7-5 6-7(3) 6-4,122.0,105449,Steve Johnson,160.0,327.0,USA,2,R,188.0,24.04,103.0,44.0,28.0,17.0,13.0,1.0,2.0,104571,Marcos Baghdatis,109.0,515.0,CYP,4,R,183.0,28.56,105.0,47.0,22.0,17.0,8.0,4.0,7.0,Auckland,33.25,66.75
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14560,R32,1,3,7-5 7-6(7),85.0,104229,Yen Hsun Lu,62.0,730.0,TPE,5,R,180.0,30.4,76.0,34.0,16.0,12.0,3.0,1.0,3.0,104997,Igor Sijsling,69.0,697.0,NED,5,R,190.0,26.39,76.0,30.0,18.0,12.0,11.0,4.0,7.0,Auckland,34.05,65.95
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14561,R32,1,3,7-5 4-6 6-3,112.0,105614,Bradley Klahn,95.0,568.0,USA,2.5,L,190.0,23.38,103.0,56.0,13.0,16.0,12.0,6.0,7.0,104978,Daniel Brands,57.0,779.0,GER,5,R,196.0,26.48,110.0,56.0,12.0,15.0,8.0,13.0,15.0,Auckland,37.38,62.62
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14562,R32,1,3,6-2 3-6 7-5,99.0,104259,Philipp Kohlschreiber,22.0,1525.0,GER,5,R,178.0,30.23,74.0,34.0,16.0,14.0,9.0,0.0,2.0,105807,Pablo Carreno Busta,61.0,739.0,ESP,5,R,188.0,22.49,88.0,40.0,14.0,15.0,4.0,3.0,7.0,Auckland,79.97,20.03
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14563,R32,1,3,6-0 7-6(1),81.0,104547,Horacio Zeballos,66.0,710.0,ARG,5,L,188.0,28.7,71.0,30.0,12.0,9.0,5.0,3.0,5.0,103835,Filippo Volandri,70.0,694.0,ITA,5,R,183.0,32.34,64.0,23.0,7.0,9.0,2.0,4.0,9.0,Auckland,70.77,29.23
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14564,R32,1,3,6-3 6-1,70.0,105041,Lukas Lacko,90.0,595.0,SVK,2.5,R,185.0,26.18,53.0,24.0,11.0,8.0,7.0,4.0,4.0,104907,Jose Rubin Statham,288.0,155.0,NZL,4,R,183.0,26.7,66.0,25.0,7.0,8.0,3.0,7.0,11.0,Auckland,82.96,17.04
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14565,R32,1,3,6-4 6-2,49.0,105332,Benoit Paire,28.0,1300.0,FRA,5,R,196.0,24.67,42.0,21.0,15.0,9.0,12.0,0.0,0.0,104308,Michal Przysiezny,63.0,730.0,POL,5,R,185.0,29.89,57.0,24.0,11.0,9.0,2.0,3.0,6.0,Auckland,62.19,37.81
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14566,R32,1,3,6-1 3-6 6-4,96.0,105138,Roberto Bautista Agut,73.0,680.0,ESP,5,R,183.0,25.73,76.0,41.0,12.0,13.0,1.0,2.0,4.0,104593,Daniel Gimeno Traver,80.0,650.0,ESP,2.5,R,185.0,28.42,87.0,30.0,20.0,13.0,1.0,4.0,8.0,Auckland,66.67,33.33
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14567,R32,1,3,6-3 6-4,62.0,106058,Jack Sock,100.0,545.0,USA,4,R,185.0,21.28,58.0,27.0,16.0,10.0,11.0,2.0,2.0,105173,Adrian Mannarino,71.0,692.0,FRA,5,L,183.0,25.52,51.0,24.0,9.0,9.0,0.0,1.0,3.0,Auckland,43.08,56.92
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14568,R16,2,3,6-7(5) 6-3 6-1,115.0,103970,David Ferrer,3.0,5800.0,ESP,5,R,175.0,31.76,103.0,45.0,18.0,14.0,3.0,10.0,13.0,105385,Donald Young,96.0,563.0,USA,2.5,L,183.0,24.46,89.0,35.0,12.0,14.0,1.0,6.0,13.0,Auckland,85.12,14.88
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14569,R16,2,3,6-7(7) 6-2 6-3,143.0,104198,Guillermo Garcia Lopez,58.0,776.0,ESP,5,R,188.0,30.59,118.0,50.0,19.0,15.0,8.0,15.0,19.0,105053,Santiago Giraldo,68.0,703.0,COL,5,R,188.0,26.11,94.0,29.0,20.0,14.0,5.0,5.0,12.0,Auckland,51.6,48.4
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14570,R16,2,3,7-5 6-4,77.0,105449,Steve Johnson,160.0,327.0,USA,2,R,188.0,24.04,68.0,34.0,14.0,11.0,6.0,1.0,1.0,104731,Kevin Anderson,20.0,1685.0,RSA,5,R,203.0,27.64,57.0,23.0,17.0,11.0,11.0,4.0,6.0,Auckland,28.85,71.15
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14571,R16,2,3,6-7(3) 6-2 6-3,110.0,104229,Yen Hsun Lu,62.0,730.0,TPE,5,R,180.0,30.4,98.0,51.0,15.0,15.0,1.0,6.0,7.0,105614,Bradley Klahn,95.0,568.0,USA,2.5,L,190.0,23.38,80.0,38.0,15.0,14.0,8.0,2.0,6.0,Auckland,54.31,45.69
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14572,R16,2,3,6-4 6-2,62.0,104259,Philipp Kohlschreiber,22.0,1525.0,GER,5,R,178.0,30.23,41.0,24.0,12.0,9.0,13.0,0.0,0.0,104547,Horacio Zeballos,66.0,710.0,ARG,5,L,188.0,28.7,62.0,27.0,7.0,9.0,3.0,7.0,10.0,Auckland,79.3,20.7
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14573,R16,2,3,7-6(1) 3-6 6-2,111.0,104545,John Isner,14.0,2150.0,USA,5,R,206.0,28.7,85.0,49.0,11.0,14.0,21.0,2.0,3.0,105041,Lukas Lacko,90.0,595.0,SVK,2.5,R,185.0,26.18,102.0,36.0,28.0,15.0,5.0,6.0,8.0,Auckland,66.67,33.33
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14574,R16,2,3,6-3 6-4,66.0,105138,Roberto Bautista Agut,73.0,680.0,ESP,5,R,183.0,25.73,63.0,34.0,10.0,10.0,1.0,2.0,3.0,105332,Benoit Paire,28.0,1300.0,FRA,5,R,196.0,24.67,54.0,21.0,10.0,9.0,9.0,1.0,4.0,Auckland,45.0,55.0
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14575,R16,2,3,6-4 6-4,73.0,106058,Jack Sock,100.0,545.0,USA,4,R,185.0,21.28,57.0,24.0,15.0,10.0,7.0,1.0,2.0,103163,Tommy Haas,12.0,2435.0,GER,5,R,188.0,35.76,57.0,23.0,14.0,10.0,3.0,2.0,5.0,Auckland,29.1,70.9
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14576,QF,3,3,6-3 5-7 6-4,131.0,103970,David Ferrer,3.0,5800.0,ESP,5,R,175.0,31.76,102.0,48.0,15.0,16.0,1.0,7.0,10.0,104198,Guillermo Garcia Lopez,58.0,776.0,ESP,5,R,188.0,30.59,81.0,32.0,19.0,15.0,2.0,0.0,4.0,Auckland,82.03,17.97
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14577,QF,3,3,6-4 6-4,72.0,104229,Yen Hsun Lu,62.0,730.0,TPE,5,R,180.0,30.4,58.0,33.0,9.0,10.0,0.0,4.0,5.0,105449,Steve Johnson,160.0,327.0,USA,2,R,188.0,24.04,71.0,29.0,13.0,10.0,8.0,3.0,6.0,Auckland,59.69,40.31
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14578,QF,3,3,6-7(4) 7-6(4) 7-6(5),145.0,104545,John Isner,14.0,2150.0,USA,5,R,206.0,28.7,112.0,77.0,14.0,18.0,18.0,3.0,3.0,104259,Philipp Kohlschreiber,22.0,1525.0,GER,5,R,178.0,30.23,140.0,61.0,40.0,18.0,8.0,7.0,7.0,Auckland,45.79,54.21
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14579,QF,3,3,6-1 6-3,63.0,105138,Roberto Bautista Agut,73.0,680.0,ESP,5,R,183.0,25.73,55.0,31.0,8.0,8.0,1.0,6.0,6.0,106058,Jack Sock,100.0,545.0,USA,4,R,185.0,21.28,50.0,21.0,5.0,8.0,4.0,4.0,8.0,Auckland,54.86,45.14
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14580,SF,4,3,6-4 7-6(4),88.0,104229,Yen Hsun Lu,62.0,730.0,TPE,5,R,180.0,30.4,74.0,35.0,12.0,11.0,4.0,3.0,5.0,103970,David Ferrer,3.0,5800.0,ESP,5,R,175.0,31.76,75.0,35.0,12.0,11.0,3.0,8.0,11.0,Auckland,19.8,80.2
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14581,SF,4,3,3-6 7-6(2) 6-4,110.0,104545,John Isner,14.0,2150.0,USA,5,R,206.0,28.7,86.0,46.0,15.0,15.0,17.0,1.0,3.0,105138,Roberto Bautista Agut,73.0,680.0,ESP,5,R,183.0,25.73,102.0,49.0,19.0,16.0,5.0,5.0,7.0,Auckland,65.79,34.21
2014-301,20140106,2014_02,Auckland,NZL,Hard,0,0,1,28,14582,F,5,3,7-6(4) 7-6(7),101.0,104545,John Isner,14.0,2150.0,USA,5,R,206.0,28.7,80.0,51.0,11.0,12.0,23.0,1.0,1.0,104229,Yen Hsun Lu,62.0,730.0,TPE,5,R,180.0,30.4,93.0,45.0,19.0,12.0,5.0,10.0,10.0,Auckland,65.79,34.21
2014-338,20140106,2014_02,Sydney,AUS,Hard,0,0,1,28,14583,R32,1,3,7-6(2) 7-5,107.0,103917,Nicolas Mahut,50.0,938.0,FRA,5,R,190.0,31.96,72.0,38.0,12.0,12.0,12.0,0.0,1.0,105992,Ryan Harrison,99.0,549.0,USA,2.5,R,183.0,21.67,92.0,40.0,13.0,12.0,6.0,4.0,6.0,Sydney,47.87,52.13
