t_id,t_date,tour_wk,t_name,t_country,t_surf,t_indoor,t_alt,t_lvl,t_draw_size,m_num,t_round,t_round_num,m_best_of,m_score,m_time(m),w_id,w_name,w_rank,w_rank_pts,w_ioc,w_ent,w_hd,w_ht,w_age,w_svpt,w_1stWon,w_2ndWon,w_SvGms,w_ace,w_bpSaved,w_bpFaced,l_id,l_name,l_rank,l_rank_pts,l_ioc,l_ent,l_hd,l_ht,l_age,l_svpt,l_1stWon,l_2ndWon,l_SvGms,l_ace,l_bpSaved,l_bpFaced,t_loc,AvgW_IP_NV,AvgL_IP_NV
2015-6932,20150216,2015_06,Rio de Janeiro,BRA,Clay,0,0,1,32,13505,R16,2,3,6-2 6-2,68.0,104655,Pablo Cuevas,23.0,1447.0,URU,5,R,180.0,29.13,52.0,24.0,12.0,8.0,6.0,2.0,2.0,103656,Albert Montanes,93.0,571.0,ESP,5,R,175.0,34.22,51.0,18.0,8.0,8.0,0.0,4.0,8.0,Rio de Janeiro,75.0,25.0
2015-6932,20150216,2015_06,Rio de Janeiro,BRA,Clay,0,0,1,32,13506,R16,2,3,6-3 6-2,68.0,104890,Andreas Haider Maurer,74.0,673.0,AUT,5,R,190.0,27.91,53.0,26.0,14.0,9.0,2.0,0.0,0.0,103990,Tommy Robredo,18.0,1800.0,ESP,5,R,180.0,32.8,50.0,20.0,9.0,8.0,2.0,8.0,11.0,Rio de Janeiro,25.56,74.44
2015-410,20150412,2015_11,Monte Carlo Masters,FRA,Clay,0,0,2,56,13511,SF,5,3,6-1 6-4,68.0,104607,Tomas Berdych,8.0,4510.0,CZE,5,R,196.0,29.57,50.0,23.0,12.0,9.0,3.0,4.0,5.0,104792,Gael Monfils,18.0,1750.0,FRA,5,R,193.0,28.61,46.0,9.0,14.0,8.0,0.0,2.0,6.0,Monte Carlo,50.53,49.47
2015-425,20150420,2015_12,Barcelona,ESP,Clay,0,0,1,48,13512,R32,2,3,6-3 6-4,68.0,105453,Kei Nishikori,5.0,5280.0,JPN,5,R,178.0,25.31,49.0,23.0,18.0,10.0,2.0,1.0,1.0,104559,Teymuraz Gabashvili,85.0,607.0,RUS,5,R,188.0,29.91,49.0,20.0,12.0,9.0,1.0,1.0,3.0,Barcelona,88.16,11.84
2015-1536,20150503,2015_14,Madrid Masters,ESP,Clay,0,0,2,56,13513,R32,2,3,6-3 6-4,68.0,105683,Milos Raonic,6.0,5070.0,CAN,5,R,196.0,24.35,50.0,27.0,13.0,10.0,9.0,0.0,0.0,104338,Juan Monaco,34.0,1135.0,ARG,5,R,185.0,31.1,54.0,29.0,5.0,9.0,2.0,2.0,4.0,Madrid,63.39,36.61
2015-6120,20150517,2015_16,Nice,FRA,Clay,1,0,1,28,13514,R32,1,3,6-2 6-2,68.0,105807,Pablo Carreno Busta,61.0,815.0,ESP,5,R,188.0,23.85,58.0,23.0,15.0,8.0,5.0,6.0,7.0,111506,Maxime Hamou,225.0,213.0,FRA,4,R,185.0,19.94,50.0,18.0,7.0,8.0,3.0,4.0,9.0,Nice,78.0,22.0
2015-414,20150727,2015_19,Hamburg,GER,Clay,0,0,1,32,13515,R32,1,3,6-4 6-1,68.0,105379,Aljaz Bedene,67.0,731.0,SLO,5,R,181.0,26.02,51.0,20.0,19.0,9.0,5.0,1.0,1.0,104593,Daniel Gimeno Traver,69.0,727.0,ESP,5,R,185.0,29.97,53.0,23.0,5.0,8.0,0.0,0.0,3.0,Hamburg,62.0,38.0
2015-717,20150406,2015_10,Houston,USA,Clay,0,0,1,28,13536,R16,2,3,6-3 6-3,67.0,103852,Feliciano Lopez,12.0,2380.0,ESP,5,L,188.0,33.54,50.0,23.0,15.0,9.0,4.0,1.0,1.0,105032,Sam Groth,93.0,578.0,AUS,5,R,193.0,27.46,60.0,22.0,12.0,9.0,9.0,4.0,7.0,Houston,71.46,28.54
2015-7290,20150427,2015_13,Estoril,POR,Clay,0,0,1,28,13537,R32,1,3,6-3 6-3,67.0,105936,Filip Krajinovic,104.0,514.0,SRB,5,R,185.0,23.16,52.0,26.0,10.0,9.0,4.0,2.0,3.0,105292,Alejandro Gonzalez,106.0,507.0,COL,5,R,191.0,26.21,54.0,17.0,11.0,9.0,3.0,3.0,7.0,Estoril,60.91,39.09
2015-7163,20150427,2015_13,Istanbul,TUR,Clay,0,0,1,28,13538,R32,1,3,6-2 6-1,67.0,106043,Diego Schwartzman,63.0,765.0,ARG,5,R,170.0,22.69,47.0,16.0,12.0,7.0,3.0,1.0,3.0,104882,Blaz Kavcic,77.0,652.0,SLO,2.5,R,188.0,28.15,59.0,14.0,7.0,8.0,0.0,3.0,10.0,Istanbul,52.91,47.09
2015-416,20150510,2015_15,Rome Masters,ITA,Clay,0,0,2,56,13539,QF,4,3,6-3 6-3,67.0,103819,Roger Federer,2.0,8645.0,SUI,5,R,185.0,33.75,48.0,25.0,10.0,9.0,2.0,3.0,4.0,104607,Tomas Berdych,5.0,5140.0,CZE,5,R,196.0,29.65,46.0,19.0,7.0,9.0,3.0,1.0,5.0,Rome,63.33,36.67
2015-322,20150517,2015_16,Geneva,SUI,Clay,0,0,1,28,13540,R16,2,3,6-3 6-4,67.0,105643,Federico Delbonis,74.0,687.0,ARG,5,L,190.0,24.62,52.0,28.0,10.0,10.0,1.0,0.0,1.0,105723,Andrey Kuznetsov,124.0,433.0,RUS,2.5,R,185.0,24.23,68.0,29.0,8.0,9.0,3.0,5.0,8.0,Geneva,61.9,38.1
2015-7161,20150202,2015_04,Quito,ECU,Clay,0,1,1,28,13545,R32,1,3,6-1 6-3,66.0,103656,Albert Montanes,103.0,534.0,ESP,5,R,175.0,34.18,48.0,23.0,11.0,8.0,1.0,2.0,3.0,106032,Facundo Arguello,146.0,349.0,ARG,5,R,178.0,22.5,57.0,17.0,8.0,8.0,0.0,8.0,13.0,Quito,56.17,43.83
2015-506,20150223,2015_07,Buenos Aires,ARG,Clay,0,0,1,28,13549,R16,2,3,6-1 6-2,66.0,103990,Tommy Robredo,18.0,1755.0,ESP,5,R,180.0,32.82,54.0,29.0,9.0,8.0,2.0,2.0,2.0,105952,Renzo Olivo,186.0,269.0,ARG,4,R,180.0,22.94,52.0,18.0,7.0,7.0,0.0,3.0,7.0,Buenos Aires,74.08,25.92
2015-360,20150406,2015_10,Casablanca,MOR,Clay,0,0,1,28,13551,R32,1,3,6-2 6-4,66.0,104467,Lamine Ouahab,313.0,147.0,ALG,4,R,185.0,30.29,51.0,20.0,15.0,9.0,6.0,3.0,4.0,104898,Robin Haase,88.0,596.0,NED,5,R,190.0,28.0,57.0,22.0,7.0,9.0,2.0,1.0,5.0,Casablanca,40.05,59.95
2015-360,20150406,2015_10,Casablanca,MOR,Clay,0,0,1,28,13552,QF,3,3,6-3 6-3,66.0,106000,Damir Dzumhur,87.0,598.0,BIH,5,R,172.0,22.88,54.0,28.0,10.0,9.0,6.0,2.0,3.0,104890,Andreas Haider Maurer,58.0,851.0,AUT,5,R,190.0,28.04,60.0,22.0,10.0,9.0,3.0,7.0,11.0,Casablanca,38.94,61.06
2015-410,20150412,2015_11,Monte Carlo Masters,FRA,Clay,0,0,2,56,13553,QF,4,3,6-0 6-3,66.0,104925,Novak Djokovic,1.0,13205.0,SRB,5,R,188.0,27.89,44.0,23.0,8.0,7.0,1.0,2.0,2.0,105227,Marin Cilic,10.0,3360.0,CRO,5,R,198.0,26.54,56.0,18.0,8.0,8.0,3.0,5.0,10.0,Monte Carlo,91.09,8.91
2015-425,20150420,2015_12,Barcelona,ESP,Clay,0,0,1,48,13554,QF,4,3,6-1 6-3,66.0,104665,Pablo Andujar,66.0,745.0,ESP,5,R,180.0,29.24,48.0,22.0,10.0,8.0,1.0,2.0,3.0,104926,Fabio Fognini,30.0,1240.0,ITA,5,R,178.0,27.91,54.0,14.0,11.0,8.0,1.0,2.0,7.0,Barcelona,39.34,60.66
2015-1536,20150503,2015_14,Madrid Masters,ESP,Clay,0,0,2,56,13555,R64,1,3,7-5 6-3,66.0,104542,Jo-Wilfried Tsonga,14.0,2045.0,FRA,5,R,188.0,30.05,56.0,32.0,13.0,11.0,11.0,0.0,0.0,104586,Lukas Rosol,42.0,1070.0,CZE,5,R,196.0,29.78,59.0,26.0,11.0,10.0,3.0,0.0,2.0,Madrid,69.73,30.27
2015-1536,20150503,2015_14,Madrid Masters,ESP,Clay,0,0,2,56,13556,R64,1,3,6-3 6-3,66.0,104919,Leonardo Mayer,27.0,1352.0,ARG,5,R,188.0,27.97,57.0,30.0,9.0,9.0,4.0,3.0,4.0,104180,Gilles Muller,48.0,938.0,LUX,5,L,193.0,31.99,49.0,19.0,6.0,9.0,0.0,0.0,4.0,Madrid,66.67,33.33
2015-316,20150720,2015_18,Bastad,SWE,Clay,0,0,1,28,13557,R16,2,3,6-2 6-3,66.0,105332,Benoit Paire,62.0,776.0,FRA,5,R,196.0,26.2,54.0,25.0,11.0,9.0,8.0,2.0,4.0,105676,David Goffin,14.0,2180.0,BEL,5,R,180.0,24.62,48.0,12.0,9.0,8.0,1.0,2.0,7.0,Bastad,22.8,77.2
2015-319,20150803,2015_20,Kitzbuhel,AUT,Clay,0,0,1,28,13558,R32,1,3,6-2 6-2,66.0,103908,Paul Henri Mathieu,109.0,492.0,FRA,2.5,R,185.0,33.56,48.0,22.0,13.0,8.0,1.0,1.0,1.0,104932,Kenny De Schepper,144.0,366.0,FRA,2.5,L,203.0,28.18,43.0,16.0,6.0,8.0,3.0,2.0,6.0,Kitzbuhel,74.55,25.45
2015-506,20150223,2015_07,Buenos Aires,ARG,Clay,0,0,1,28,13565,R16,2,3,6-4 6-0,65.0,104745,Rafael Nadal,4.0,5425.0,ESP,5,L,185.0,28.73,42.0,23.0,7.0,8.0,2.0,2.0,3.0,106032,Facundo Arguello,146.0,363.0,ARG,2.5,R,178.0,22.55,47.0,15.0,5.0,8.0,2.0,3.0,8.0,Buenos Aires,93.08,6.92
2015-506,20150223,2015_07,Buenos Aires,ARG,Clay,0,0,1,28,13566,R16,2,3,6-2 6-1,65.0,105641,Blaz Rola,85.0,602.0,SLO,5,L,193.0,24.39,62.0,29.0,12.0,8.0,0.0,3.0,3.0,105487,Facundo Bagnis,128.0,431.0,ARG,2.5,L,183.0,24.99,42.0,12.0,7.0,7.0,0.0,4.0,8.0,Buenos Aires,56.28,43.72
2015-7290,20150427,2015_13,Estoril,POR,Clay,0,0,1,28,13569,R32,1,3,6-3 6-1,65.0,105807,Pablo Carreno Busta,64.0,755.0,ESP,5,R,188.0,23.79,47.0,14.0,14.0,8.0,1.0,3.0,5.0,106005,Constant Lestienne,319.0,143.0,FRA,2.5,R,180.0,22.93,57.0,16.0,8.0,8.0,1.0,4.0,10.0,Estoril,78.57,21.43
2015-7290,20150427,2015_13,Estoril,POR,Clay,0,0,1,28,13570,F,5,3,6-3 6-2,65.0,104755,Richard Gasquet,28.0,1330.0,FRA,5,R,185.0,28.86,49.0,30.0,9.0,9.0,4.0,3.0,3.0,106401,Nick Kyrgios,46.0,980.0,AUS,5,R,193.0,20.0,50.0,22.0,8.0,8.0,2.0,3.0,6.0,Estoril,64.15,35.85
2015-7163,20150427,2015_13,Istanbul,TUR,Clay,0,0,1,28,13571,R16,2,3,6-3 6-2,65.0,105777,Grigor Dimitrov,11.0,2985.0,BUL,5,R,188.0,23.95,45.0,31.0,6.0,9.0,2.0,0.0,0.0,104979,Andrey Golubev,117.0,475.0,KAZ,5,R,185.0,27.76,67.0,27.0,9.0,8.0,2.0,8.0,11.0,Istanbul,85.43,14.57
2015-1536,20150503,2015_14,Madrid Masters,ESP,Clay,0,0,2,56,13572,R16,3,3,6-2 6-0,65.0,104918,Andy Murray,3.0,6220.0,GBR,5,R,190.0,27.97,46.0,27.0,6.0,7.0,1.0,1.0,1.0,104719,Marcel Granollers,62.0,800.0,ESP,4,R,190.0,29.06,36.0,10.0,3.0,7.0,1.0,1.0,6.0,Madrid,83.28,16.72
2015-717,20150406,2015_10,Houston,USA,Clay,0,0,1,28,13590,R32,1,3,6-3 6-3,64.0,104559,Teymuraz Gabashvili,79.0,632.0,RUS,5,R,188.0,29.87,48.0,24.0,13.0,9.0,4.0,0.0,0.0,105065,Tim Smyczek,68.0,688.0,USA,5,R,175.0,27.27,64.0,25.0,12.0,9.0,3.0,12.0,15.0,Houston,54.62,45.38
2015-717,20150406,2015_10,Houston,USA,Clay,0,0,1,28,13591,QF,3,3,6-4 6-1,64.0,105023,Sam Querrey,42.0,1040.0,USA,5,R,198.0,27.5,49.0,23.0,12.0,9.0,11.0,2.0,3.0,103852,Feliciano Lopez,12.0,2380.0,ESP,5,L,188.0,33.54,50.0,10.0,15.0,8.0,4.0,7.0,11.0,Houston,48.8,51.2
2015-7290,20150427,2015_13,Estoril,POR,Clay,0,0,1,28,13592,R16,2,3,6-2 6-3,64.0,104755,Richard Gasquet,28.0,1330.0,FRA,5,R,185.0,28.86,52.0,27.0,11.0,9.0,0.0,2.0,2.0,104932,Kenny De Schepper,137.0,389.0,FRA,2.5,L,203.0,27.91,47.0,22.0,4.0,8.0,1.0,2.0,5.0,Estoril,84.18,15.82
2015-308,20150427,2015_13,Munich,GER,Clay,0,0,1,28,13593,R32,1,3,6-1 7-6(2),64.0,104620,Simone Bolelli,52.0,896.0,ITA,5,R,183.0,29.55,54.0,32.0,9.0,9.0,5.0,0.0,0.0,104460,Dustin Brown,102.0,518.0,GER,2.5,R,196.0,30.38,68.0,29.0,12.0,10.0,1.0,4.0,7.0,Munich,65.79,34.21
2015-314,20150727,2015_19,Gstaad,SUI,Clay,0,1,1,28,13594,R32,1,3,6-1 6-4,64.0,103565,Stephane Robert,375.0,115.0,FRA,4,R,185.0,35.19,53.0,22.0,13.0,9.0,7.0,0.0,1.0,105154,Joao Souza,86.0,566.0,BRA,5,R,193.0,27.16,49.0,18.0,8.0,8.0,6.0,3.0,7.0,Gstaad,51.6,48.4
2015-360,20150406,2015_10,Casablanca,MOR,Clay,0,0,1,28,13606,R32,1,3,6-4 6-1,63.0,104597,Nicolas Almagro,76.0,645.0,ESP,4,R,183.0,29.62,48.0,23.0,11.0,9.0,7.0,2.0,3.0,106121,Taro Daniel,213.0,223.0,JPN,2.5,R,191.0,22.19,45.0,12.0,9.0,8.0,2.0,6.0,10.0,Casablanca,85.37,14.63
2015-410,20150412,2015_11,Monte Carlo Masters,FRA,Clay,0,0,2,56,13607,R64,1,3,6-3 6-0,63.0,104719,Marcel Granollers,63.0,765.0,ESP,5,R,190.0,29.0,44.0,23.0,8.0,8.0,3.0,2.0,3.0,105173,Adrian Mannarino,30.0,1258.0,FRA,5,L,183.0,26.79,47.0,14.0,7.0,7.0,0.0,5.0,10.0,Monte Carlo,42.6,57.4
2015-308,20150427,2015_13,Munich,GER,Clay,0,0,1,28,13608,R32,1,3,6-2 7-6(3),63.0,104926,Fabio Fognini,29.0,1285.0,ITA,5,R,178.0,27.93,55.0,40.0,3.0,10.0,2.0,0.0,1.0,105542,Bastian Trinker,371.0,119.0,AUT,2,R,188.0,24.96,63.0,30.0,8.0,10.0,3.0,2.0,5.0,Munich,88.38,11.62
2015-308,20150427,2015_13,Munich,GER,Clay,0,0,1,28,13609,R16,2,3,6-0 6-3,63.0,105138,Roberto Bautista Agut,16.0,1985.0,ESP,5,R,183.0,27.03,50.0,26.0,10.0,8.0,6.0,4.0,4.0,103285,Radek Stepanek,120.0,465.0,CZE,2.5,R,185.0,36.41,43.0,17.0,5.0,7.0,3.0,4.0,8.0,Munich,74.34,25.66
2015-308,20150427,2015_13,Munich,GER,Clay,0,0,1,28,13610,R16,2,3,6-2 6-4,63.0,104259,Philipp Kohlschreiber,26.0,1395.0,GER,5,R,178.0,31.53,46.0,29.0,7.0,9.0,5.0,1.0,2.0,100644,Alexander Zverev,119.0,468.0,GER,4,R,198.0,18.02,51.0,18.0,9.0,9.0,3.0,0.0,4.0,Munich,79.9,20.1
2015-439,20150720,2015_18,Umag,CRO,Clay,0,0,1,28,13611,R32,1,3,6-2 6-1,63.0,105311,Joao Sousa,51.0,881.0,POR,5,R,185.0,26.31,52.0,25.0,9.0,7.0,3.0,8.0,9.0,105888,Toni Androic,363.0,119.0,CRO,4,R,168.0,23.56,45.0,9.0,8.0,8.0,1.0,2.0,8.0,Umag,84.65,15.35
2015-506,20150223,2015_07,Buenos Aires,ARG,Clay,0,0,1,28,13618,R32,1,3,6-3 6-2,62.0,106032,Facundo Arguello,146.0,363.0,ARG,2.5,R,178.0,22.55,47.0,26.0,10.0,9.0,5.0,0.0,0.0,103656,Albert Montanes,90.0,571.0,ESP,5,R,175.0,34.24,44.0,18.0,6.0,8.0,2.0,1.0,4.0,Buenos Aires,39.69,60.31
2015-506,20150223,2015_07,Buenos Aires,ARG,Clay,0,0,1,28,13619,R32,1,3,6-3 6-3,62.0,104122,Carlos Berlocq,74.0,670.0,ARG,5,R,183.0,32.05,45.0,26.0,10.0,9.0,8.0,0.0,0.0,106043,Diego Schwartzman,64.0,780.0,ARG,5,R,170.0,22.52,50.0,17.0,12.0,9.0,1.0,2.0,5.0,Buenos Aires,54.62,45.38
2015-506,20150223,2015_07,Buenos Aires,ARG,Clay,0,0,1,28,13620,QF,3,3,6-1 6-1,62.0,104745,Rafael Nadal,4.0,5425.0,ESP,5,L,185.0,28.73,38.0,20.0,9.0,7.0,0.0,0.0,0.0,105643,Federico Delbonis,59.0,816.0,ARG,5,L,190.0,24.39,46.0,15.0,5.0,7.0,0.0,4.0,9.0,Buenos Aires,87.85,12.15
2015-425,20150420,2015_12,Barcelona,ESP,Clay,0,0,1,48,13622,R64,1,3,6-2 6-2,62.0,105332,Benoit Paire,78.0,647.0,FRA,5,R,196.0,25.95,51.0,20.0,11.0,8.0,6.0,0.0,2.0,144719,Jaume Munar,829.0,20.0,ESP,2.5,R,183.0,17.96,64.0,20.0,6.0,8.0,1.0,9.0,15.0,Barcelona,81.77,18.23
2015-7290,20150427,2015_13,Estoril,POR,Clay,0,0,1,28,13623,R16,2,3,6-1 6-2,62.0,105807,Pablo Carreno Busta,64.0,755.0,ESP,5,R,188.0,23.79,44.0,20.0,12.0,8.0,0.0,0.0,0.0,110754,David Vega Hernandez,440.0,90.0,ESP,2,R,188.0,20.84,50.0,17.0,7.0,7.0,1.0,3.0,7.0,Estoril,92.3,7.7
2015-520,20150524,2015_17,Roland Garros,FRA,Clay,0,0,4,128,13624,R128,1,5,6-2 6-1 RET,62.0,106000,Damir Dzumhur,88.0,601.0,BIH,5,R,172.0,23.01,43.0,23.0,6.0,7.0,0.0,2.0,3.0,104022,Mikhail Youzhny,68.0,720.0,RUS,5,R,183.0,32.91,50.0,18.0,2.0,8.0,0.0,8.0,14.0,Roland Garros,42.6,57.4
2015-314,20150727,2015_19,Gstaad,SUI,Clay,0,1,1,28,13627,SF,4,3,6-4 6-2,62.0,105676,David Goffin,14.0,2145.0,BEL,5,R,180.0,24.64,47.0,23.0,14.0,9.0,4.0,0.0,0.0,105064,Thomaz Bellucci,39.0,1065.0,BRA,5,L,188.0,27.57,49.0,18.0,10.0,9.0,3.0,1.0,4.0,Gstaad,58.72,41.28
2015-506,20150223,2015_07,Buenos Aires,ARG,Clay,0,0,1,28,13639,QF,3,3,6-3 6-2,61.0,104597,Nicolas Almagro,89.0,575.0,ESP,5,R,183.0,29.51,56.0,32.0,9.0,9.0,3.0,2.0,2.0,103990,Tommy Robredo,18.0,1755.0,ESP,5,R,180.0,32.82,42.0,18.0,7.0,8.0,2.0,1.0,4.0,Buenos Aires,59.34,40.66
2015-360,20150406,2015_10,Casablanca,MOR,Clay,0,0,1,28,13640,R32,1,3,6-2 6-4,61.0,104460,Dustin Brown,101.0,543.0,GER,5,R,196.0,30.32,53.0,28.0,7.0,9.0,0.0,2.0,3.0,105723,Andrey Kuznetsov,91.0,584.0,RUS,5,R,185.0,24.12,62.0,21.0,11.0,9.0,3.0,4.0,8.0,Casablanca,40.51,59.49
2015-425,20150420,2015_12,Barcelona,ESP,Clay,0,0,1,48,13641,R64,1,3,6-4 6-2,61.0,105723,Andrey Kuznetsov,95.0,568.0,RUS,5,R,185.0,24.16,48.0,26.0,9.0,9.0,1.0,1.0,2.0,105916,Marton Fucsovics,153.0,349.0,HUN,2.5,R,188.0,23.2,50.0,20.0,8.0,9.0,2.0,1.0,5.0,Barcelona,61.46,38.54
2015-7163,20150427,2015_13,Istanbul,TUR,Clay,0,0,1,28,13642,R16,2,3,6-2 7-5,61.0,103819,Roger Federer,2.0,8385.0,SUI,5,R,185.0,33.72,49.0,29.0,11.0,10.0,9.0,0.0,0.0,103813,Jarkko Nieminen,71.0,673.0,FIN,5,L,185.0,33.76,64.0,27.0,12.0,10.0,0.0,4.0,7.0,Istanbul,90.15,9.85
2015-1536,20150503,2015_14,Madrid Masters,ESP,Clay,0,0,2,56,13643,R64,1,3,6-2 6-3,61.0,106401,Nick Kyrgios,35.0,1130.0,AUS,5,R,193.0,20.02,51.0,33.0,5.0,9.0,10.0,2.0,2.0,104593,Daniel Gimeno Traver,66.0,726.0,ESP,2.5,R,185.0,29.74,55.0,20.0,10.0,8.0,2.0,1.0,4.0,Madrid,44.62,55.38
2015-314,20150727,2015_19,Gstaad,SUI,Clay,0,1,1,28,13645,R32,1,3,6-4 6-2,61.0,105643,Federico Delbonis,68.0,727.0,ARG,5,L,190.0,24.81,44.0,23.0,14.0,9.0,8.0,0.0,0.0,103843,Marco Chiudinelli,361.0,123.0,SUI,4,R,185.0,33.88,48.0,17.0,10.0,9.0,3.0,2.0,5.0,Gstaad,85.49,14.51
2015-7161,20150202,2015_04,Quito,ECU,Clay,0,1,1,28,13650,QF,3,3,6-2 6-2,60.0,103607,Victor Estrella,76.0,674.0,DOM,5,R,173.0,34.5,38.0,20.0,8.0,8.0,3.0,0.0,1.0,105373,Martin Klizan,38.0,1072.0,SVK,5,L,190.0,25.56,52.0,16.0,7.0,8.0,1.0,2.0,7.0,Quito,28.7,71.3
2015-410,20150412,2015_11,Monte Carlo Masters,FRA,Clay,0,0,2,56,13658,R64,1,3,6-1 6-1,60.0,105077,Albert Ramos,67.0,742.0,ESP,2.5,L,188.0,27.24,43.0,22.0,9.0,7.0,1.0,1.0,1.0,104898,Robin Haase,87.0,596.0,NED,2,R,190.0,28.02,51.0,13.0,10.0,7.0,0.0,8.0,13.0,Monte Carlo,,
2015-7163,20150427,2015_13,Istanbul,TUR,Clay,0,0,1,28,13659,R32,1,3,6-3 6-4,60.0,104797,Denis Istomin,66.0,750.0,UZB,5,R,188.0,28.64,65.0,30.0,13.0,10.0,5.0,3.0,4.0,105332,Benoit Paire,73.0,672.0,FRA,5,R,196.0,25.97,52.0,19.0,12.0,9.0,2.0,3.0,6.0,Istanbul,35.85,64.15
2015-1536,20150503,2015_14,Madrid Masters,ESP,Clay,0,0,2,56,13660,R64,1,3,6-2 6-0,60.0,104792,Gael Monfils,15.0,2020.0,FRA,5,R,193.0,28.67,49.0,26.0,8.0,7.0,1.0,3.0,3.0,104678,Viktor Troicki,33.0,1155.0,SRB,5,R,193.0,29.23,42.0,16.0,2.0,7.0,3.0,1.0,6.0,Madrid,73.93,26.07
2015-314,20150727,2015_19,Gstaad,SUI,Clay,0,1,1,28,13663,R16,2,3,6-3 6-2,60.0,105064,Thomaz Bellucci,39.0,1065.0,BRA,5,L,188.0,27.57,50.0,24.0,10.0,9.0,1.0,0.0,1.0,103565,Stephane Robert,375.0,115.0,FRA,4,R,185.0,35.19,57.0,15.0,12.0,8.0,2.0,5.0,9.0,Gstaad,82.57,17.43
2015-717,20150406,2015_10,Houston,USA,Clay,0,0,1,28,13675,R32,1,3,6-2 6-2,59.0,105053,Santiago Giraldo,32.0,1230.0,COL,5,R,188.0,27.36,50.0,28.0,6.0,8.0,3.0,1.0,2.0,104297,Rogerio Dutra Silva,346.0,127.0,BRA,2.5,R,178.0,31.17,47.0,12.0,10.0,8.0,2.0,3.0,8.0,Houston,77.02,22.98
2015-410,20150412,2015_11,Monte Carlo Masters,FRA,Clay,0,0,2,56,13676,QF,4,3,6-1 6-3,59.0,104792,Gael Monfils,18.0,1750.0,FRA,5,R,193.0,28.61,53.0,26.0,10.0,8.0,0.0,2.0,2.0,105777,Grigor Dimitrov,11.0,3055.0,BUL,5,R,188.0,23.91,37.0,13.0,5.0,8.0,1.0,0.0,4.0,Monte Carlo,50.79,49.21
2015-425,20150420,2015_12,Barcelona,ESP,Clay,0,0,1,48,13677,R32,2,3,6-3 6-2,59.0,103990,Tommy Robredo,20.0,1720.0,ESP,5,R,180.0,32.97,53.0,28.0,12.0,9.0,7.0,1.0,1.0,105062,Mikhail Kukushkin,54.0,867.0,KAZ,5,R,183.0,27.32,40.0,19.0,7.0,8.0,0.0,1.0,4.0,Barcelona,73.61,26.39
2015-1536,20150503,2015_14,Madrid Masters,ESP,Clay,0,0,2,56,13678,R64,1,3,6-1 6-4,59.0,104259,Philipp Kohlschreiber,24.0,1500.0,GER,5,R,178.0,31.55,45.0,25.0,8.0,9.0,6.0,1.0,2.0,104268,Alejandro Falla,118.0,476.0,COL,2.5,L,185.0,31.47,53.0,19.0,7.0,8.0,1.0,0.0,4.0,Madrid,61.65,38.35
2015-322,20150517,2015_16,Geneva,SUI,Clay,0,0,1,28,13679,R32,1,3,6-2 6-4,59.0,105723,Andrey Kuznetsov,124.0,433.0,RUS,2.5,R,185.0,24.23,48.0,29.0,6.0,9.0,8.0,0.0,1.0,104890,Andreas Haider Maurer,48.0,926.0,AUT,5,R,190.0,28.16,55.0,17.0,12.0,9.0,1.0,4.0,8.0,Geneva,54.09,45.91
2015-6120,20150517,2015_16,Nice,FRA,Clay,1,0,1,28,13680,R32,1,3,6-2 6-3,59.0,105023,Sam Querrey,38.0,1115.0,USA,5,R,198.0,27.61,47.0,24.0,13.0,9.0,7.0,1.0,1.0,105074,Ruben Bemelmans,95.0,542.0,BEL,2.5,L,183.0,27.34,58.0,24.0,9.0,8.0,1.0,1.0,4.0,Nice,74.85,25.15
2015-316,20150720,2015_18,Bastad,SWE,Clay,0,0,1,28,13681,QF,3,3,6-4 6-2,59.0,105332,Benoit Paire,62.0,776.0,FRA,5,R,196.0,26.2,57.0,26.0,14.0,9.0,2.0,2.0,2.0,104797,Denis Istomin,73.0,700.0,UZB,5,R,188.0,28.87,46.0,20.0,8.0,9.0,0.0,1.0,4.0,Bastad,43.49,56.51
2015-319,20150803,2015_20,Kitzbuhel,AUT,Clay,0,0,1,28,13682,R16,2,3,6-0 6-2,59.0,104259,Philipp Kohlschreiber,39.0,1025.0,GER,5,R,178.0,31.8,41.0,19.0,7.0,7.0,2.0,1.0,2.0,105053,Santiago Giraldo,67.0,745.0,COL,5,R,188.0,27.68,51.0,14.0,6.0,7.0,0.0,9.0,15.0,Kitzbuhel,71.95,28.05
2015-410,20150412,2015_11,Monte Carlo Masters,FRA,Clay,0,0,2,56,13694,R64,1,3,6-1 6-0,58.0,104890,Andreas Haider Maurer,52.0,876.0,AUT,5,R,190.0,28.06,39.0,19.0,10.0,7.0,1.0,3.0,3.0,105208,Ernests Gulbis,17.0,1910.0,LAT,5,R,190.0,26.62,48.0,13.0,7.0,6.0,1.0,8.0,13.0,Monte Carlo,38.79,61.21
2015-410,20150412,2015_11,Monte Carlo Masters,FRA,Clay,0,0,2,56,13695,R64,1,3,6-3 6-1,58.0,104926,Fabio Fognini,28.0,1285.0,ITA,5,R,178.0,27.89,50.0,18.0,13.0,8.0,5.0,4.0,6.0,105668,Jerzy Janowicz,47.0,940.0,POL,5,R,203.0,24.41,51.0,13.0,9.0,8.0,1.0,5.0,11.0,Monte Carlo,61.56,38.44
